Score,Sentiment,Clean_Text
5,positive,without doubt best chip ive ever chip realli take lesson compani tri bet cannt eat one
5,positive,tri flavor popchip origin favorit know chip muncho get conveni store well kind remind tastier less salti less process tast better great snack chip good dip definit great crunchi delici like potato chip definit like popchip thing weird bag saltier other sure
3,neutral,like greasi less calori littl salti side doesnt tast like potato chip use tast like rice cake hint potato flavor guess that popth tast like like less guilti pleasur dont think buy
5,positive,got sampl food show pretti good origin flavor textur kind remind muncho barbecu good sweet like kc masterpiec sour cream chive pretti good well look quick salti fix would definit go origin light airi differ
5,positive,healthi chip beyond delici wish made larger bag would eat twice much cheaper buy case amazon store
5,positive,chip delici good buy small bag right eat lunch snack would recommend anyon love chip doesnt like fat calori
5,positive,last year there potato chip renaiss us hadnt eaten potato chip year tast vs unhealthi comparison alway came negat introduct kettl chip brand widespread availib rout competit big manfactur chip bar rais howev havent gotten healthier tri keep still sometim snackid seen popchip store wonder good never made plung amazon offer discount price review ad curios went itand happi resultspopchip differ textur tradit potato chip bit fluffier thick id put textur somewher muncho miniric cake howev still satisfi potato chip crunch potato flavor typic salt vinegar chip fan case popchip bbq real standout bbq flavor perfect mix sweet spici littl bit tangi everi friend weve introduc pleasant surpris gone buy ownif health factor wasnt part equat would choos popchip kettl brand varieti probabl potato chip still great crunch that hard give bbq think popchip nail flavor better bbq chip ive come top consider less calori fat brainer
5,positive,comparison low fat chip best ive tast bar none cant wait til sold local store awesom
5,positive,arent salt vinegari still flavor good tast crispi
5,positive,love product suggest could make improv would allow custom select combin flavor
5,positive,chip delici healthi husband take bag work everi day
4,positive,like chip lot theyr better regular potato chip bought first placei wish littl bag get suppos serv huge problem
5,positive,husband crazi chip great deal delici also quit healthi far potato chip concern enjoy
3,neutral,theyr ok much flavor sea salt vinegar flavor might tri multigrain flavor
5,positive,chip delici great snack grab bag small freind hook great altern regular potato chip tast good
5,positive,absolut favorit junk food bought case last coupl monthsyea right
4,positive,littl salti tasti hope tast bud arent act larg portion though surpris
2,negative,definit tri whole pack tast alright much fat calori dont know give gas first confus realis ate id later stink room never
2,negative,bought chip look sale rank one sold chip amazoncom unfortun high disappoint way much vinegar arent like regular potato chip weird pop
4,positive,suffer high blood pressur may caus issu dont mess around say forewarn young dont blood pressur issu know other keep mind salt content littl extremeth chip good potatoey tast though tast like pringl feel like starchi corn chipand inform newli ad flavor jalapeno receiv ingredi list everybodi examin purchas sinc current hard findjalapeno ingredientsnatur potato ingredi potato flake potato starch sunflowersafflow andor canola oil jalapeno season dehydr veget salt sugarmaltodextrin rice flour citric acid jalapeno pepper yeast extracttorula yeast spice natur flavor rice flour jalapeno pepper extractsalt
5,positive,dieter know difficult give one favorit snack especi crave salti crispi chip kept pound year popchip go snack fact eat everi day fill crave salti chip calori one small bag like origin flavor also good without may eat regular chip difficulti keep weight popchip dieter dream
5,positive,hey thing tast good first thought would like pringl dont care hard explain sinc dont know compar guess would call light fluffi yet nice crisp great natur flavor taken guilt eat type snack love potato chip load lot unhealthi thing say healthi lot less unhealthi chip starter natur littl fat fair low carb food type sugar high feel comfort eat moder sinc carb lower chip origin bought varieti pack could tri like although somewhat partial cheddar matter mood one ill choos unfortun bit prici dont get sale wish came larger bag oppos individu serv alway expens everyon differ idea good someth go tri decid
5,positive,popchip ordinari chip what good what themno preserv artifici flavor satur fat gluten ingredientspopchip thicker ordinari chip theyr crunchi zesti tasti over salti like there greasi residu hand eat someth chip uniform size strong enough dip small enough make doubl dip unnecessaryaft sampl first time look forward enjoy great tast satisfi chip
5,positive,chip great flavor husband love work great healthi diet
5,positive,love potato chip go alway eat whole bag chip calori gram fat pop chip partial solut tasti crunchi satisfi chip urg whole bag chip serv calori gram fat chip fri tast good tri em
5,positive,month ago stay hotel los angel chip room offer comp hotel guest sure wouldv tri otherwis glad addict thin person tast calori issu ive never realli like tast greasi chip bake chip seem bland chip best give tri tasti greasi person favorit origin potato flavor pretti goodhigh recommend dont normal review food product good want share
